,SIPD/AlwaysCooperate-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/ExtortionateZD-Default-v0,SIPD/TitForTat-Default-v0,SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/WinStayLoseSwitch-Default-v0,SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0
SIPD/AlwaysCooperate-Default-v0,0.19820370370370372,0.020432870370369997,0.05137500000000287,0.07195138888889271,0.15285416666666754,0.16098148148148295,0.15112499999999748,0.0656226851851897,0.1633263888888882,0.1672361111111227,0.21902546296296235,0.20846064814815016,0.22270833333333248,0.23003703703704054,0.2281527777777745,0.21144675925926368,-0.0577453703703732,0.08905787037036493,0.14084722222223256,0.1869814814814905,0.20122916666667948,0.20855787037038506,0.14997453703704777,0.1899675925926079,0.1568425925926019,0.22683796296296205,0.1750486111111203,0.2359652777777774,0.20924768518519135,0.22802546296296122,0.16710879629630904
SIPD/AlwaysDefect-Default-v0,0.19049537037037007,-0.17345601851852507,-0.33330092592594746,-0.18953009259260187,-0.17432175925925897,-0.13994444444445453,-0.17246296296296176,-0.23789583333332176,-0.2978541666666664,-0.2733194444444622,0.002706018518518372,-0.20056712962962922,-0.10516203703703719,-0.2548935185185368,-0.16101388888889473,-0.3149652777777895,-0.3285787037037033,-0.4284421296296213,-0.15241666666666956,-0.253226851851869,-0.15782175925926697,-0.3075532407407378,-0.3161365740740587,-0.3676249999999922,-0.4737129629629683,-0.05795370370370188,-0.33397916666666505,-0.22167361111112382,-0.316122685185195,-0.26410416666667264,-0.37640972222222563
SIPD/TitForTat-Default-v0,0.18098148148147689,0.152840277777778,0.2814212962963068,0.2214421296296347,0.2918125000000202,0.277694444444458,0.2930231481481604,0.2447430555555534,0.3431180555555743,0.3903611111111076,0.268331018518517,0.354664351851852,0.3179861111111053,0.37603240740740373,0.335560185185195,0.4032754629629622,0.14179166666666623,0.37931249999997046,0.2572824074074033,0.3501759259259277,0.3134976851851885,0.3715439814814716,0.32451157407404835,0.39878703703702195,0.4791342592592642,0.2950787037037009,0.417108796296309,0.3623078703703738,0.4036689814814785,0.3874930555555551,0.44229398148149063
SIPD/WinStayLoseSwitch-Default-v0,0.19072685185185798,0.042145833333335984,0.05618981481481725,0.08111805555555635,0.13139583333333407,0.17461574074074532,0.163624999999991,0.12296064814814193,0.18339583333332524,0.15330092592591577,0.18721990740740893,0.16341435185185632,0.23018518518520467,0.23017592592594247,0.27227314814815656,0.2212384259259076,-0.027930555555556364,0.08322453703704326,0.11714351851852002,0.13899537037036488,0.20576620370372162,0.2057569444444372,0.20219675925925426,0.19681944444443095,0.11878703703702677,0.18841203703704335,0.15449305555554788,0.2734652777777912,0.22130787037035168,0.3014282407407336,0.18245601851850807
SIPD/ExtortionateZD-Default-v0,0.1918842592592569,-0.07940509259259118,-0.15975925925925577,-0.07485416666666964,-0.04800231481481492,-0.04246759259259313,-0.06352777777777423,-0.1336365740740673,-0.13234490740741464,-0.08785648148147773,0.07020601851852043,-0.05188657407407368,-0.025763888888888777,-0.09382870370370379,-0.05110648148148174,-0.1443865740740791,-0.19434259259259315,-0.20279398148148609,-0.04473148148147947,-0.09112037037037414,-0.06499768518518284,-0.13306250000000752,-0.16604398148147964,-0.18362037037037662,-0.20389814814815033,0.031999999999997746,-0.12606249999999952,-0.08931249999999899,-0.14540509259259743,-0.15641898148147745,-0.19316898148147976
