,SIPD/AlwaysCooperate-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysCooperate-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/AlwaysDefect-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/ExtortionateZD-Default-v0,SIPD/TitForTat-Default-v0,SIPD/TitForTat-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0,SIPD/TitForTat-Default-v0+SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0,SIPD/WinStayLoseSwitch-Default-v0,SIPD/WinStayLoseSwitch-Default-v0+SIPD/ExtortionateZD-Default-v0
SIPD/AlwaysCooperate-Default-v0,0.12000000000000029,-0.01766666666666667,0.01133333333333331,0.037,0.12300000000000005,0.14433333333333306,0.1,0.025333333333333305,0.10633333333333317,0.13533333333333342,0.1863333333333333,0.17566666666666678,0.18966666666666654,0.17299999999999988,0.179333333333333,0.16533333333333372,-0.08433333333333341,0.06866666666666665,0.11966666666666649,0.16066666666666704,0.1746666666666665,0.15799999999999964,0.11266666666666665,0.1503333333333336,0.1216666666666668,0.19933333333333345,0.14833333333333348,0.19233333333333313,0.16333333333333375,0.1773333333333334,0.13333333333333333
SIPD/AlwaysDefect-Default-v0,0.04000000000000001,-0.3143333333333336,-0.5253333333333334,-0.3363333333333332,-0.37033333333333357,-0.2890000000000001,-0.3433333333333328,-0.37133333333333296,-0.45533333333333326,-0.521333333333333,-0.17533333333333354,-0.4243333333333325,-0.2703333333333332,-0.4219999999999997,-0.280666666666667,-0.5080000000000005,-0.47600000000000026,-0.6830000000000002,-0.3369999999999999,-0.49266666666666686,-0.33866666666666656,-0.4903333333333338,-0.44233333333333297,-0.5763333333333327,-0.7733333333333343,-0.26400000000000046,-0.6100000000000002,-0.3693333333333335,-0.5366666666666666,-0.43100000000000055,-0.6716666666666657
SIPD/TitForTat-Default-v0,-0.015000000000000053,0.10566666666666669,0.2780000000000003,0.2070000000000003,0.2563333333333335,0.22766666666666682,0.22166666666666687,0.19366666666666693,0.3046666666666669,0.32866666666666655,0.18133333333333312,0.31566666666666693,0.2313333333333331,0.32633333333333336,0.2343333333333332,0.38700000000000034,0.1556666666666667,0.37866666666666665,0.23133333333333334,0.3239999999999999,0.2396666666666664,0.33466666666666695,0.2843333333333332,0.39533333333333304,0.4833333333333333,0.24100000000000027,0.38833333333333336,0.2939999999999999,0.3833333333333331,0.33233333333333337,0.4266666666666669
SIPD/WinStayLoseSwitch-Default-v0,0.048333333333333395,0.049000000000000196,0.1246666666666667,0.13366666666666674,0.18633333333333335,0.24099999999999971,0.2500000000000001,0.22866666666666657,0.3030000000000001,0.1703333333333332,0.17466666666666664,0.21066666666666656,0.31466666666666654,0.3413333333333334,0.3509999999999998,0.3419999999999998,0.04899999999999993,0.17033333333333306,0.17466666666666675,0.20399999999999993,0.3079999999999997,0.33466666666666656,0.3509999999999999,0.335333333333333,0.21833333333333318,0.2293333333333332,0.22500000000000034,0.4056666666666667,0.35166666666666635,0.48899999999999993,0.3083333333333331
SIPD/ExtortionateZD-Default-v0,0.08666666666666668,-0.28266666666666634,-0.46866666666666595,-0.3013333333333334,-0.3153333333333331,-0.2840000000000001,-0.3083333333333336,-0.37633333333333285,-0.41866666666666735,-0.4329999999999996,-0.12699999999999997,-0.35766666666666713,-0.2653333333333338,-0.3786666666666657,-0.2839999999999997,-0.46633333333333293,-0.44433333333333314,-0.5946666666666667,-0.28866666666666657,-0.4159999999999998,-0.3236666666666662,-0.43699999999999967,-0.4456666666666665,-0.5246666666666674,-0.6500000000000004,-0.20566666666666686,-0.5116666666666663,-0.36266666666666636,-0.48166666666666685,-0.4476666666666664,-0.5966666666666667
