,MinAtar/Asterix-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Freeway-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Seaquest-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Freeway-v0,MinAtar/Asterix-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0,MinAtar/Asterix-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Freeway-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/Seaquest-v0,MinAtar/Asterix-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Asterix-v0+MinAtar/SpaceInvaders-v0,MinAtar/Breakout-v0,MinAtar/Breakout-v0+MinAtar/Freeway-v0,MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0,MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/SpaceInvaders-v0,MinAtar/Breakout-v0+MinAtar/Seaquest-v0,MinAtar/Breakout-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Breakout-v0+MinAtar/SpaceInvaders-v0,MinAtar/Freeway-v0,MinAtar/Freeway-v0+MinAtar/Seaquest-v0,MinAtar/Freeway-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/Freeway-v0+MinAtar/SpaceInvaders-v0,MinAtar/Seaquest-v0,MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,MinAtar/SpaceInvaders-v0
MinAtar/Asterix-v0,-0.0024886666666666625,-0.0006026666666666352,0.0009886666666666494,0.004151999999999971,6.866666666668192e-05,0.0042279999999999705,0.002891333333333343,0.0032053333333333166,0.001365333333333306,-0.0013953333333333235,0.002235333333333337,-0.0007746666666666533,0.002150000000000021,-0.0005646666666666686,-0.001333333333333324,-0.0005926666666666731,0.000510666666666667,-0.00014333333333334508,-0.00028199999999999596,0.0005319999999999914,-4.7333333333335044e-05,-0.00022333333333334187,-0.00039799999999999965,0.0005833333333333468,-0.0014806666666666458,-0.000678666666666664,-0.0007186666666666667,-0.00021800000000000045,-0.0005619999999999908,0.0016166666666666684,-0.0007966666666666687
MinAtar/Breakout-v0,-0.008425333333333332,-0.005806000000000006,-0.009861333333333317,-0.006731333333333302,-0.007521333333333309,-0.006605333333333349,-0.008712000000000024,-0.006918000000000001,-0.0041079999999999945,-0.0020486666666666904,-0.0070513333333333365,-0.003988000000000007,-0.008149999999999992,-0.008541333333333328,-0.0069466666666666505,-0.0038826666666666758,-0.009745999999999996,-0.005966666666666649,-0.006161999999999976,-0.008441333333333302,-0.006137333333333312,-0.0060566666666666425,-0.006174666666666638,-0.01026000000000001,6.266666666666168e-05,-0.004071999999999969,-0.003865333333333325,-0.005777999999999989,-0.004868666666666672,-0.005113333333333355,-0.003856666666666659
MinAtar/Freeway-v0,0.00688133333333333,0.005794000000000025,0.0054220000000000015,0.008395333333333352,0.0022286666666666683,0.010134666666666684,0.009201333333333336,0.009488666666666671,0.013435333333333325,0.0005380000000000182,0.0058053333333333524,0.0008620000000000025,0.005576666666666662,0.0038986666666666605,0.00674,0.009827333333333285,0.0027873333333333548,0.002193333333333362,0.00015800000000001184,0.0008253333333333274,0.0017226666666666551,0.001816666666666666,0.0010386666666666654,0.003133333333333342,0.0006593333333333282,0.0011313333333333364,6.133333333332479e-05,0.0024253333333333254,0.0028779999999999925,0.007846666666666675,0.001690000000000004
MinAtar/Seaquest-v0,0.0023846666666666677,0.0020539999999999643,0.0039986666666666755,0.00854199999999999,0.0033886666666666765,0.007914666666666676,0.008161333333333316,0.009068666666666675,0.0014353333333333449,0.0010446666666666863,0.005475333333333338,0.0018219999999999773,0.004986666666666682,0.003841999999999998,0.0049866666666666835,0.0020006666666666914,0.004483999999999974,0.002756666666666629,0.00442133333333332,0.005065333333333316,0.0033426666666666587,0.0034699999999999887,0.0037286666666666688,0.004843333333333333,0.0006593333333333282,0.0025413333333333035,0.003537999999999987,0.0024253333333333254,0.0017046666666666668,0.006173333333333347,0.001976666666666641
MinAtar/SpaceInvaders-v0,0.001567999999999994,-0.0022793333333333515,-0.0005879999999999826,-0.01523800000000001,0.0009153333333332976,-0.015671999999999995,-0.01154199999999998,-0.01492466666666666,-0.012167999999999981,0.00014133333333331017,-0.007224666666666691,0.0004786666666666867,-0.007483333333333341,0.001285333333333339,-0.003806666666666629,-0.007392666666666637,0.001963999999999999,0.0011599999999999978,0.0018646666666666375,0.0020186666666666747,0.0011193333333333324,0.000993333333333325,0.0018053333333333075,0.0016999999999999886,9.933333333332833e-05,0.0010779999999999963,0.0009846666666666756,0.0011453333333333333,0.0008080000000000101,-0.010523333333333334,0.0009866666666666815
