,player,is_rational,rational_value,coalition,coalition_value
0,MinAtar/Asterix-v0+MinAtar/Breakout-v0+MinAtar/Freeway-v0+MinAtar/Seaquest-v0+MinAtar/SpaceInvaders-v0,True,-0.002,MinAtar/Asterix-v0+MinAtar/Freeway-v0+MinAtar/SpaceInvaders-v0,0.00292
