,2,2+3,2+3+4,2+3+4+5,2+3+4+5+7,2+3+4+7,2+3+5,2+3+5+7,2+3+7,2+4,2+4+5,2+4+5+7,2+4+7,2+5,2+5+7,2+7,3,3+4,3+4+5,3+4+5+7,3+4+7,3+5,3+5+7,3+7,4,4+5,4+5+7,4+7,5,5+7,7
2,-0.46566107869148254,-0.39869857917229345,-0.3311530874172844,-0.26645137568314875,-0.196796238223712,-0.26169104675451904,-0.33416721224784857,-0.26457111616929363,-0.32802683214346556,-0.3981092261274657,-0.33259239375591243,-0.26409064849217695,-0.32946347157160394,-0.4004671514034276,-0.33073429614305544,-0.3964844114581741,0.06695750554402669,0.13338894873857504,0.19781647413969056,0.2643184442321462,0.20031635135412215,0.13121023009220772,0.19813897321621593,0.1339300567905109,0.06650183026989301,0.13145908936858178,0.19848813176155086,0.13361542324225106,0.06495725537339846,0.13213225021958352,0.06724448402722677
3,0.06606584787368774,-0.39411860048770864,-0.3292147130767504,-0.264793906112512,-0.19541843414306626,-0.263566889365514,-0.329234345257282,-0.26229369024435695,-0.32919205824534103,0.13113404343525562,0.19485195597012822,0.25979014019171376,0.19641525785128292,0.12986889059344922,0.1947650293509166,0.13118040392796193,-0.46116973509391146,-0.39543769131104195,-0.33079692482948286,-0.2643080821633343,-0.3292988303303719,-0.39649136210481367,-0.3303376112381615,-0.39532138506571435,0.06529134934147199,0.1290987454354763,0.194971479078134,0.13114503969748806,0.06380739609400432,0.12973705793420473,0.06600514203310012
4,0.06447658191124599,0.12848384290933612,-0.3263251395026841,-0.26446963498989756,-0.20105112373828882,-0.2632691264152527,0.19010027100642507,0.2533605339129766,0.19176822602748866,-0.3907960526148478,-0.32872401654720285,-0.26393985966841405,-0.32716772615909606,0.12678807352979973,0.190095013876756,0.12801569581031805,0.06415712783734004,-0.3912883050243058,-0.329407763580482,-0.2649920246005057,-0.32687084058920557,0.12588768780231482,0.18991468658049893,0.12821642408768336,-0.4553866344193617,-0.3930526651442051,-0.3286018569270769,-0.3909439424673716,0.062333969275156664,0.1266999921699365,0.06441895564397176
5,0.059298478066921234,0.11817920714616764,0.17657689591248832,-0.2569365799427033,-0.19956932544708256,0.2346326172351836,-0.3155833557248117,-0.2575713582833607,0.1764567206303279,0.11776854326327647,-0.3182093325257306,-0.25958985606829305,0.17639132181803388,-0.376958322773377,-0.31833273967107156,0.11770342022180558,0.05903242975473404,0.11762039641539253,-0.31621181279420824,-0.2563932693004607,0.1766195974747339,-0.3747616037229698,-0.3148392373323442,0.11797549625237784,0.058686644335587804,-0.37758138179779055,-0.31835194716850923,0.11786094605922702,-0.43626802613337834,-0.3770792775849501,0.05925047049919764
7,0.0670823057492574,0.13365413556496294,0.1998409543434779,0.2636951883633931,-0.19777979334195459,-0.26107319891452774,0.19790567408005383,-0.2637059229612352,-0.32868406673272416,0.13316612869501115,0.1977805859843889,-0.26387691020965576,-0.32802813510100093,0.1317717480162779,-0.32944188217322024,-0.39416916042566275,0.0667346512277921,0.13296584914127993,0.19720845411221186,-0.2653160066405934,-0.33031321346759807,0.13098352531592047,-0.33219719668229425,-0.395925191044807,0.06628221447269121,0.13103090450167656,-0.33275176078081165,-0.3977858816583953,0.06474869375427565,-0.39963725765546165,-0.46484785874684653
