,player,is_rational,rational_value,coalition,coalition_value
0,2,False,0.0,2,1.0
1,3,False,0.0,3,1.0
2,4,False,0.0,3+4,1.0
3,4,False,0.0,4,1.0
4,4,False,0.0,4+5,1.0
5,5,False,0.0,2+5,1.0
6,5,False,0.0,4+5,1.0
7,5,False,0.0,5,1.0
8,5,False,0.0,5+7,1.0
9,7,False,0.0,7,1.0
